1.000000000000000000e+00 9.499999999999999981e-04
9.748603000000000129e-01 3.193899999999999951e-03
9.498938999999999577e-01 5.568899999999999892e-03
9.249357999999999747e-01 8.163999999999999382e-03
8.999662999999999968e-01 1.098909999999999991e-02
8.750350000000000072e-01 1.403440000000000069e-02
8.502026999999999779e-01 1.725029999999999966e-02
8.254392000000000396e-01 2.064679999999999988e-02
8.007644000000000428e-01 2.421399999999999941e-02
7.761782999999999877e-01 2.797169999999999865e-02
7.513805999999999541e-01 3.194799999999999723e-02
7.264416999999999680e-01 3.609319999999999889e-02
7.016126999999999780e-01 4.026919999999999805e-02
6.766634999999999733e-01 4.444429999999999908e-02
6.515954000000000468e-01 4.849869999999999876e-02
6.265486999999999584e-01 5.235320000000000251e-02
6.014732999999999885e-01 5.596759999999999929e-02
5.764200999999999908e-01 5.930200000000000055e-02
5.513890999999999654e-01 6.232660000000000283e-02
5.263301999999999703e-01 6.505089999999999484e-02
5.012640000000000429e-01 6.742520000000000457e-02
4.761900000000000022e-01 6.942950000000000510e-02
4.510688999999999949e-01 7.103349999999999942e-02
4.259008000000000238e-01 7.221700000000000341e-02
4.007555999999999896e-01 7.298079999999999845e-02
3.756032999999999733e-01 7.334450000000000691e-02
3.504135999999999918e-01 7.332790000000000141e-02
3.000222000000000167e-01 7.215459999999999929e-02
2.495821000000000012e-01 6.939090000000000535e-02
2.243466000000000071e-01 6.733409999999999396e-02
1.989750000000000130e-01 6.475619999999999987e-02
1.735373000000000054e-01 6.159789999999999710e-02
1.482140999999999875e-01 5.780020000000000296e-02
1.229555999999999982e-01 5.331310000000000215e-02
9.777299999999999880e-02 4.801649999999999668e-02
7.266739999999999311e-02 4.171029999999999877e-02
4.696410000000000168e-02 3.366000000000000242e-02
2.232810000000000003e-02 2.311710000000000154e-02
8.322799999999999990e-03 1.390869999999999954e-02
2.537499999999999825e-03 7.527999999999999969e-03
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 -5.898000000000000248e-04
5.102800000000000218e-03 -8.904399999999999815e-03
7.523900000000000032e-03 -1.050749999999999948e-02
1.671140000000000125e-02 -1.442320000000000060e-02
2.767230000000000037e-02 -1.741639999999999855e-02
5.299539999999999806e-02 -2.217900000000000080e-02
7.725010000000000210e-02 -2.571899999999999881e-02
1.021220999999999934e-01 -2.889480000000000173e-02
1.269216999999999984e-01 -3.172099999999999920e-02
1.516394000000000075e-01 -3.425779999999999798e-02
1.763050999999999924e-01 -3.652489999999999903e-02
2.008590000000000098e-01 -3.854280000000000206e-02
2.254714999999999914e-01 -4.035040000000000154e-02
2.502324000000000215e-01 -4.195680000000000243e-02
2.997905000000000153e-01 -4.456949999999999801e-02
3.493921999999999861e-01 -4.632159999999999750e-02
3.742058999999999802e-01 -4.684780000000000194e-02
3.990574000000000066e-01 -4.712360000000000160e-02
4.239074999999999926e-01 -4.713930000000000203e-02
4.487453000000000136e-01 -4.685530000000000250e-02
4.736308000000000185e-01 -4.627069999999999794e-02
4.985547000000000173e-01 -4.539599999999999885e-02
5.234963999999999729e-01 -4.424109999999999848e-02
5.484464999999999479e-01 -4.285619999999999707e-02
5.734152000000000138e-01 -4.127109999999999806e-02
5.983726000000000322e-01 -3.950610000000000233e-02
6.233090999999999493e-01 -3.761140000000000316e-02
6.482651999999999859e-01 -3.564629999999999882e-02
6.732213000000000225e-01 -3.368140000000000023e-02
6.982774999999999954e-01 -3.175569999999999782e-02
7.234644999999999548e-01 -2.991910000000000056e-02
7.485420000000000407e-01 -2.815329999999999916e-02
7.737490000000000201e-01 -2.635650000000000145e-02
7.991751999999999745e-01 -2.441820000000000102e-02
8.244995999999999992e-01 -2.222069999999999948e-02
8.497519999999999518e-01 -1.974360000000000004e-02
8.749126999999999876e-01 -1.699720000000000050e-02
8.999821999999999544e-01 -1.410130000000000064e-02
9.250114999999999865e-01 -1.115589999999999984e-02
9.500402999999999487e-01 -8.190299999999999317e-03
9.750680000000000458e-01 -5.024800000000000273e-03
1.000000000000000000e+00 -9.499000000000000499e-04
