1.000000000000000000e+00 1.848999999999999949e-04
9.498786000000000174e-01 6.011899999999999709e-03
8.997642999999999613e-01 1.184890000000000075e-02
8.496498999999999580e-01 1.768590000000000093e-02
7.995358999999999661e-01 2.351289999999999977e-02
7.494216000000000211e-01 2.934990000000000168e-02
6.993099999999999872e-01 3.504689999999999889e-02
6.492096000000000533e-01 4.017409999999999731e-02
5.991248000000000129e-01 4.451170000000000126e-02
5.490517999999999788e-01 4.823949999999999766e-02
4.989971000000000267e-01 5.103769999999999835e-02
4.489671000000000078e-01 5.257629999999999942e-02
3.989596000000000253e-01 5.296540000000000276e-02
3.489652999999999783e-01 5.268479999999999691e-02
2.989856000000000180e-01 5.166439999999999921e-02
2.490245000000000097e-01 4.968449999999999950e-02
1.990887000000000073e-01 4.642500000000000099e-02
1.491857000000000044e-01 4.148609999999999798e-02
9.932570000000000288e-02 3.435819999999999846e-02
7.441499999999999504e-02 2.980959999999999860e-02
4.952349999999999808e-02 2.428129999999999872e-02
2.466559999999999933e-02 1.704380000000000131e-02
1.226529999999999981e-02 1.196050000000000064e-02
7.319100000000000258e-03 9.223500000000000795e-03
4.852600000000000316e-03 7.515199999999999658e-03
0.000000000000000000e+00 0.000000000000000000e+00
5.108399999999999920e-03 -5.529799999999999646e-03
7.633000000000000028e-03 -6.780300000000000389e-03
1.267079999999999942e-02 -8.711399999999999352e-03
2.523419999999999830e-02 -1.194500000000000076e-02
5.030160000000000187e-02 -1.538330000000000079e-02
7.533660000000000356e-02 -1.717219999999999858e-02
1.003620000000000068e-01 -1.847129999999999952e-02
1.504025999999999974e-01 -2.054980000000000001e-02
2.004382000000000108e-01 -2.237830000000000027e-02
2.504712000000000049e-01 -2.406689999999999871e-02
3.005026000000000086e-01 -2.567550000000000041e-02
3.505339000000000094e-01 -2.728409999999999863e-02
4.005646999999999958e-01 -2.886280000000000096e-02
4.505886000000000058e-01 -3.009159999999999960e-02
5.005924000000000484e-01 -3.029070000000000026e-02
5.505788000000000348e-01 -2.961029999999999912e-02
6.005479999999999707e-01 -2.805010000000000142e-02
6.505018999999999663e-01 -2.571029999999999843e-02
7.004418999999999507e-01 -2.266069999999999890e-02
7.503710000000000102e-01 -1.905130000000000018e-02
8.002968000000000304e-01 -1.528209999999999985e-02
8.502224999999999921e-01 -1.150280000000000052e-02
9.001483999999999597e-01 -7.733499999999999923e-03
9.500741000000000325e-01 -3.954199999999999729e-03
1.000000000000000000e+00 -1.848999999999999949e-04
