1.000000000000000000e+00 2.000000000000000096e-04
9.873300000000000409e-01 8.800000000000000313e-04
9.718400000000000372e-01 2.249999999999999830e-03
9.507200000000000095e-01 4.380000000000000213e-03
9.244099999999999540e-01 7.300000000000000065e-03
8.934100000000000374e-01 1.094999999999999966e-02
8.582100000000000284e-01 1.521999999999999915e-02
8.193399999999999572e-01 1.993999999999999939e-02
7.773299999999999654e-01 2.495999999999999955e-02
7.326700000000000434e-01 3.005000000000000032e-02
6.858800000000000452e-01 3.506000000000000089e-02
6.374600000000000266e-01 3.978000000000000286e-02
5.878799999999999581e-01 4.408000000000000113e-02
5.376699999999999813e-01 4.782999999999999752e-02
4.873399999999999954e-01 5.093000000000000305e-02
4.373699999999999810e-01 5.322999999999999954e-02
3.882300000000000195e-01 5.467000000000000332e-02
3.403700000000000059e-01 5.519999999999999907e-02
2.942400000000000015e-01 5.478999999999999843e-02
2.502599999999999825e-01 5.344000000000000139e-02
2.088200000000000056e-01 5.117000000000000021e-02
1.703300000000000092e-01 4.803999999999999937e-02
1.351300000000000001e-01 4.408999999999999725e-02
1.035299999999999970e-01 3.937999999999999834e-02
7.580000000000000626e-02 3.400999999999999857e-02
5.215999999999999803e-02 2.809999999999999998e-02
3.275999999999999746e-02 2.178000000000000075e-02
1.773999999999999883e-02 1.528000000000000018e-02
7.150000000000000105e-03 8.840000000000000635e-03
0.000000000000000000e+00 2.949999999999999931e-03
0.000000000000000000e+00 -1.809999999999999977e-03
5.629999999999999588e-03 -6.069999999999999875e-03
1.600999999999999993e-02 -1.033000000000000064e-02
3.144000000000000267e-02 -1.418999999999999949e-02
5.179999999999999882e-02 -1.752000000000000085e-02
7.696000000000000063e-02 -2.024000000000000105e-02
1.067199999999999954e-01 -2.233999999999999875e-02
1.408300000000000107e-01 -2.382000000000000089e-02
1.789699999999999902e-01 -2.470999999999999933e-02
2.207500000000000018e-01 -2.506999999999999854e-02
2.657499999999999862e-01 -2.494000000000000036e-02
3.134600000000000164e-01 -2.440000000000000155e-02
3.633500000000000063e-01 -2.349000000000000046e-02
4.148600000000000065e-01 -2.224999999999999895e-02
4.674200000000000021e-01 -2.074000000000000149e-02
5.204100000000000392e-01 -1.899999999999999953e-02
5.732599999999999918e-01 -1.705999999999999878e-02
6.253699999999999815e-01 -1.495999999999999934e-02
6.761700000000000488e-01 -1.273000000000000000e-02
7.251300000000000523e-01 -1.043999999999999963e-02
7.717100000000000071e-01 -8.160000000000000586e-03
8.154000000000000137e-01 -6.000000000000000125e-03
8.556599999999999762e-01 -4.089999999999999886e-03
8.919399999999999551e-01 -2.520000000000000104e-03
9.236999999999999655e-01 -1.350000000000000071e-03
9.504500000000000171e-01 -5.599999999999999509e-04
9.717799999999999772e-01 -1.200000000000000030e-04
9.873300000000000409e-01 4.000000000000000327e-05
9.968099999999999739e-01 3.000000000000000076e-05
1.000000000000000000e+00 0.000000000000000000e+00
